id,first_name,last_name,voivodeship,city,email,phone_number,age,last_purchase_category,purchases_value
54,Ewa,Dziedzic,Kujawsko-Pomorskie,Gdańsk,filip.wójcik62@inbox.com,+48 501283193,70,3,30
55,Jacek,Grabowski,Lubuskie,Gdańsk,bartosz.kowalski17@example.com,+48 188674481,20,5,5970
56,Róża,Wiśniewski,Opolskie,Szczecin,celina.woźniak4@example.com,+48 429449901,20,1,70
57,Helena,Szymański,Łódzkie,Gdańsk,ewa.wiśniewski99@inbox.com,+48 364887858,79,4,120
58,Katarzyna,Kwiatkowski,Małopolskie,Bydgoszcz,grażyna.dziedzic11@inbox.com,+48 747973794,72,3,230
59,Zofia,Lewandowski,Łódzkie,Bydgoszcz,jacek.wójcik33@mail.com,+48 281381250,25,5,180
60,Iwona,Kaczor,Lubuskie,Poznań,ewa.dąbrowski96@post.com,+48 355901843,30,1,260
61,Beata,Wiśniewski,Podkarpackie,Kraków,henryk.nowak38@inbox.com,+48 178340838,41,5,20
62,Grzegorz,Nowak,Łódzkie,Poznań,jacek.dąbrowski79@example.com,+48 884115442,65,2,7460
63,Bartosz,Dąbrowski,Dolnośląskie,Warszawa,celina.wiśniewski87@example.com,+48 839492811,62,1,310
64,Agnieszka,Jabłoński,Opolskie,Poznań,ewa.wójcik6@mail.com,+48 269087787,69,2,8900
65,Grażyna,Kaczmarek,Podkarpackie,Lublin,celina.szymański12@post.com,+48 519694458,77,2,410
66,Małgorzata,Szymański,Lubuskie,Bydgoszcz,filip.wójcik100@inbox.com,+48 641636960,29,5,160
67,Grzegorz,Michalak,Podlaskie,Katowice,jacek.lewandowski83@example.com,+48 483001388,70,4,90
68,Beata,Krawczyk,Kujawsko-Pomorskie,Szczecin,grażyna.wiśniewski89@post.com,+48 800746135,60,1,200
69,Norbert,Wojciechowski,Małopolskie,Szczecin,ewa.kowalski27@example.com,+48 869661400,55,4,500
70,Jacek,Nowakowski,Podkarpackie,Łódź,jacek.woźniak48@example.com,+48 904140727,71,4,180
71,Grażyna,Adamczyk,Lubelskie,Poznań,grażyna.nowak46@inbox.com,+48 711017146,71,3,260
72,Celina,Woźniak,Kujawsko-Pomorskie,Kraków,iwona.kamiński18@post.com,+48 052654178,46,1,280
73,Paweł,Kamiński,Mazowieckie,Szczecin,bartosz.lewandowski33@inbox.com,+48 854952778,36,1,350
74,Helena,Kamiński,Opolskie,Szczecin,celina.wójcik80@example.com,+48 309084448,51,2,160
75,Aleksander,Zawadzki,Podkarpackie,Lublin,bartosz.dziedzic91@mail.com,+48 174389439,32,5,20
76,Aleksander,Dudek,Łódzkie,Gdańsk,dariusz.lewandowski100@inbox.com,+48 459491200,42,5,430
77,Dariusz,Wójcik,Dolnośląskie,Warszawa,henryk.dziedzic51@example.com,+48 676314103,30,2,490
78,Danuta,Kaczmarek,Małopolskie,Łódź,iwona.woźniak93@example.com,+48 844841273,21,2,110
79,Celina,Wójcik,Lubuskie,Kraków,ewa.kowalski28@inbox.com,+48 435994644,24,2,6200
80,Oliwia,Kaczmarek,Małopolskie,Katowice,henryk.nowak3@inbox.com,+48 375475407,32,1,130
81,Urszula,Wiśniewski,Małopolskie,Warszawa,jacek.woźniak49@example.com,+48 995057763,23,3,420
82,Małgorzata,Nowakowski,Kujawsko-Pomorskie,Kraków,iwona.nowak91@post.com,+48 158194487,43,3,230
83,Celina,Lewandowski,Podlaskie,Warszawa,dariusz.dziedzic66@mail.com,+48 216599978,28,4,0
84,Jacek,Nowakowski,Lubelskie,Lublin,henryk.nowak57@inbox.com,+48 184717833,26,4,4410
85,Teresa,Mazur,Małopolskie,Gdańsk,ewa.dziedzic12@inbox.com,+48 413126690,47,1,3980
86,Urszula,Adamczyk,Podlaskie,Gdańsk,iwona.dąbrowski90@mail.com,+48 319813467,42,3,430
87,Wojciech,Nowakowski,Opolskie,Kraków,grażyna.wójcik10@post.com,+48 843012009,57,5,100
88,Felicja,Jabłoński,Opolskie,Wrocław,jacek.dziedzic29@post.com,+48 427921267,21,5,180
89,Edward,Lewandowski,Lubuskie,Wrocław,henryk.nowak18@example.com,+48 967831184,22,4,210
90,Dariusz,Grabowski,Kujawsko-Pomorskie,Łódź,dariusz.woźniak51@post.com,+48 878134892,73,4,400
91,Czesław,Kowalski,Opolskie,Kraków,jacek.dąbrowski100@example.com,+48 843652691,43,5,160
92,Henryk,Nowak,Podkarpackie,Lublin,celina.wójcik70@post.com,+48 615556221,47,5,20
93,Zofia,Zawadzki,Kujawsko-Pomorskie,Lublin,bartosz.nowak47@inbox.com,+48 692074021,49,3,110
94,Henryk,Zając,Podlaskie,Poznań,filip.dziedzic32@inbox.com,+48 437839772,58,4,490
95,Felicja,Zając,Podkarpackie,Wrocław,jacek.kowalski49@inbox.com,+48 141204068,32,1,470
96,Teresa,Adamczyk,Mazowieckie,Bydgoszcz,bartosz.wiśniewski82@post.com,+48 611719619,21,2,50
97,Paweł,Dąbrowski,Łódzkie,Gdańsk,iwona.nowak78@example.com,+48 457587146,33,3,120
98,Edward,Dudek,Lubuskie,Katowice,filip.wójcik53@inbox.com,+48 183191917,31,4,270
99,Zofia,Wojciechowski,Podkarpackie,Lublin,jacek.wójcik39@inbox.com,+48 012686278,76,3,7890
100,Aleksander,Jabłoński,Podkarpackie,Poznań,iwona.szymański79@post.com,+48 496017754,52,1,50
